id,name,comments,sentiment
16,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,5000级别128内存,0.6397509429764056
17,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,我这里批发价5090,0.4737672181921908
18,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,5000不买ip11？,0.5489621270361985
19,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,8+256用了一周，挂游戏不觉得热，除了充电的时候和部分玩崩崩崩的时候，我觉得是优化问题，有时候烫有时候不烫，还有小窗模式比之前的16s卡多了，等优化吧,0.003522467932101092
20,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,看名字****熊就懂了,0.7513620406905619
21,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,米家生态，miui也是购买因素,0.9171479959706306
22,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,还能省个暖气空调费,0.02734950673398273
23,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,想不通啊，都2020年了，手机怎么会还有发热的情况,0.311322134759224
24,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,有效减短看手机时间,0.585935312271604
25,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,不一样，那个膜新机都有，但是不放刮不防爆，得重新贴一张钢化的,0.002509359451370652
26,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,坚持到冬天就是胜利,0.6667406514619311
27,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,可以用不完，只是这个价位了，显得有点寒酸，看我回别人的上一条，宝马3系三四十万的车了，内饰还全都是硬塑料，是不是有点说不过去了，而且说回内存，每一年更新换代都在翻倍，以前刚出智能机的时候才一两个gb存储空间呢，根本不能以用不用的完来说，我以前小时候上学，一个月零花钱就一百多块，现在我的孩子都差不多两千块了,0.035817339713861585
28,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,苹果128的4400,0.882572768707652
29,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,等等等等等等,0.5262327818078083
30,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,苹果10x夏天用着像要爆炸,0.6789267677910859
31,百亿补贴：                                HONOR 荣耀 30 5G 智能手机 6GB+128GB 绿野仙踪,盐城，前天同事刚买,0.3268364407460098
32,百亿补贴：                                HONOR 荣耀 30 5G 智能手机 6GB+128GB 绿野仙踪,升值器，买了,0.5379139891941943
33,百亿补贴：                                HONOR 荣耀 30 5G 智能手机 6GB+128GB 绿野仙踪,这个没有红外,0.625
34,百亿补贴：                                HONOR 荣耀 30 5G 智能手机 6GB+128GB 绿野仙踪,涨一百了，原来2299,0.7142890486708969
35,百亿补贴：                                HONOR 荣耀 30 5G 智能手机 6GB+128GB 绿野仙踪,那里的线下我去买,0.5931351642208281
36,百亿补贴：                                HONOR 荣耀 30 5G 智能手机 6GB+128GB 绿野仙踪,可惜没有银色，那个颜色线下看起来是真的好看，虽然有大logo不过感觉也不违和。,0.6852053490548645
37,百亿补贴：                                HONOR 荣耀 30 5G 智能手机 6GB+128GB 绿野仙踪,跟畅享20差不多价,0.8520544419765724
38,百亿补贴：                                HONOR 荣耀 30 5G 智能手机 6GB+128GB 绿野仙踪,涨了，比之前最低的时候贵了100,0.6119437359549378
39,百亿补贴：                                HONOR 荣耀 30 5G 智能手机 6GB+128GB 绿野仙踪,8+128就稳了，虽然不玩游戏，但也觉得6g心里没底。,0.8361966728002095
40,百亿补贴：                                HONOR 荣耀 30 5G 智能手机 6GB+128GB 绿野仙踪,线下8+128   2650,0.48968969274551233
41,百亿补贴：                                HONOR 荣耀 30 5G 智能手机 6GB+128GB 绿野仙踪,看到985，点值，刚需买了,0.3754208668961271
42,VERTU 纬图 SIGNATURE 系列手机 眼镜蛇限量版,以为送直升机，那还挺值的,0.9807230822382748
43,VERTU 纬图 SIGNATURE 系列手机 眼镜蛇限量版,2000我都不一定买，6g来了你都卖不出去，老板自己用吧，,0.13300579992361428
44,VERTU 纬图 SIGNATURE 系列手机 眼镜蛇限量版,差评，没有拼多多的链接,0.012640533388870057
45,VERTU 纬图 SIGNATURE 系列手机 眼镜蛇限量版,可以7天无理由退款吗？,0.01314164078368718
46,VERTU 纬图 SIGNATURE 系列手机 眼镜蛇限量版,不是自营，大家要谨慎啊,0.08451740640082739
47,VERTU 纬图 SIGNATURE 系列手机 眼镜蛇限量版,几年了，还没有土豪买？等我搬砖攒钱？,0.027074839259267458
48,VERTU 纬图 SIGNATURE 系列手机 眼镜蛇限量版,不是破产了吗？,0.2086627918123508
49,VERTU 纬图 SIGNATURE 系列手机 眼镜蛇限量版,我送你10元优惠券,0.11821925505073427
50,VERTU 纬图 SIGNATURE 系列手机 眼镜蛇限量版,你要我可以送你一张,0.3265294473851663
51,VERTU 纬图 SIGNATURE 系列手机 眼镜蛇限量版,这屏幕看动画片不行，算了让了,0.3754968214684903
52,VERTU 纬图 SIGNATURE 系列手机 眼镜蛇限量版,这购物软件不是来捡漏的吗？,0.5127416756394503
53,VERTU 纬图 SIGNATURE 系列手机 眼镜蛇限量版,好像可以下个10多单  买下来就虚假宣传 只有一台又不是很想买  还好最近自己周转手头没什么现金 让给大家了,0.0069797332460516115
54,VERTU 纬图 SIGNATURE 系列手机 眼镜蛇限量版,屏幕太小不适合追剧，让了让了,0.2357895612719627
55,VERTU 纬图 SIGNATURE 系列手机 眼镜蛇限量版,给个五元优惠券我也秒不起啊,0.3124690831445208
56,VERTU 纬图 SIGNATURE 系列手机 眼镜蛇限量版,5元优惠券没领到，不然就下单了,0.007143580198888055
57,VERTU 纬图 SIGNATURE 系列手机 眼镜蛇限量版,还没卖出去,0.5488180064031624
58,VERTU 纬图 SIGNATURE 系列手机 眼镜蛇限量版,啥破玩应。。。。这屏幕怎么推塔！！！,0.16732527150545262
59,VERTU 纬图 SIGNATURE 系列手机 眼镜蛇限量版,有这钱我买85辆五菱宏光mini不香吗,0.18694793262890197
60,VERTU 纬图 SIGNATURE 系列手机 眼镜蛇限量版,这手机能上张大妈么,0.0591391531109835
61,SAMSUNG 三星 Note10+ 5G版 智能手机 12GB+256GB 全网通 麦昆黑,国行5k左右，这个高1k多啊,0.8083106492221731
62,SAMSUNG 三星 Note10+ 5G版 智能手机 12GB+256GB 全网通 麦昆黑,"芯片，5G模式毕竟落后于现在国产旗舰。如果3,4K可以考虑，否则不如国产当红旗舰。",0.34071778067679814
63,SAMSUNG 三星 Note10+ 5G版 智能手机 12GB+256GB 全网通 麦昆黑,是我卖的，用note8换壳给他的,0.44767845850986676
64,SAMSUNG 三星 Note10+ 5G版 智能手机 12GB+256GB 全网通 麦昆黑,已经不等你了，8699上车新款,0.7445360976929511
65,SAMSUNG 三星 Note10+ 5G版 智能手机 12GB+256GB 全网通 麦昆黑,818错过苏宁5311,0.9507852095292297
66,SAMSUNG 三星 Note10+ 5G版 智能手机 12GB+256GB 全网通 麦昆黑,真的是保值，6188买的，一年了吧,0.8668947846099695
67,SAMSUNG 三星 Note10+ 5G版 智能手机 12GB+256GB 全网通 麦昆黑,新款不给力 老款价坚挺？  再降2000买一台,0.8042829027603002
68,SAMSUNG 三星 Note10+ 5G版 智能手机 12GB+256GB 全网通 麦昆黑,他买的拆封机，配件是不是换过的都不知道,0.031085607635904844
69,SAMSUNG 三星 Note10+ 5G版 智能手机 12GB+256GB 全网通 麦昆黑,一年前多多就是这个价格,0.809135296592587
70,SAMSUNG 三星 Note10+ 5G版 智能手机 12GB+256GB 全网通 麦昆黑,不吹能疯系列。这是10+不是10。,0.12887142717177302
71,SAMSUNG 三星 Note10+ 5G版 智能手机 12GB+256GB 全网通 麦昆黑,肯定买不到的,0.587115526983807
72,SAMSUNG 三星 Note10+ 5G版 智能手机 12GB+256GB 全网通 麦昆黑,来个链接瞅瞅,0.12770895659722858
73,SAMSUNG 三星 Note10+ 5G版 智能手机 12GB+256GB 全网通 麦昆黑,还要这么贵？,0.25567458995500014
74,SAMSUNG 三星 Note10+ 5G版 智能手机 12GB+256GB 全网通 麦昆黑,有链接吗？,0.3941150347941096
75,SAMSUNG 三星 Note10+ 5G版 智能手机 12GB+256GB 全网通 麦昆黑,新款到底多差呀，才使10＋一路看涨。,0.655041186282729
76,SAMSUNG 三星 Note10+ 5G版 智能手机 12GB+256GB 全网通 麦昆黑,4800全新国行pdd 带回家的！真香,0.6887885176069998
77,SAMSUNG 三星 Note10+ 5G版 智能手机 12GB+256GB 全网通 麦昆黑,600刚收了个note8,0.1655549787801508
78,SAMSUNG 三星 Note10+ 5G版 智能手机 12GB+256GB 全网通 麦昆黑,两年后只值1000警告,0.21220779333630324
79,SAMSUNG 三星 Note10+ 5G版 智能手机 12GB+256GB 全网通 麦昆黑,"这种价格有啥好推的，京东5999,淘宝加1000多上20U，坐等 价格雪崩",0.6671141271067508
80,ZTE 中兴 天机Axon 11 5G智能手机 6GB+128GB,你还没走啊？等那个谁的一起上路啊？,0.6012155654411737
81,ZTE 中兴 天机Axon 11 5G智能手机 6GB+128GB,u差点意思,0.14606089163679115
82,ZTE 中兴 天机Axon 11 5G智能手机 6GB+128GB,中兴手机用过一个，从此,0.8685591542525831
83,ZTE 中兴 天机Axon 11 5G智能手机 6GB+128GB,一般都是卖家贴钱送的,0.2814744313543559
84,ZTE 中兴 天机Axon 11 5G智能手机 6GB+128GB,8G可以考虑,0.8
85,ZTE 中兴 天机Axon 11 5G智能手机 6GB+128GB,这个价格没有竞争力,0.7368881708653817
86,ZTE 中兴 天机Axon 11 5G智能手机 6GB+128GB,如果是8+256这配置就无敌了,0.9837295685624389
87,ZTE 中兴 天机Axon 11 5G智能手机 6GB+128GB,1300以下差不多,0.48000410449309383
88,Redmi 红米 K30 Pro 智能手机 变焦版 8GB+256GB,不降反增，时代变了，你不降就等k40pro了,0.43555501274401986
89,Redmi 红米 K30 Pro 智能手机 变焦版 8GB+256GB,同问，紫薯布丁,0.5954067208311592
90,Redmi 红米 K30 Pro 智能手机 变焦版 8GB+256GB,在哪里买，私聊,0.9264084433742027
91,Redmi 红米 K30 Pro 智能手机 变焦版 8GB+256GB,12+512 也只3100买的,0.382024624976238
92,Redmi 红米 K30 Pro 智能手机 变焦版 8GB+256GB,估计库存清的差不多了，越来越贵了,0.46114853554935364
93,小米10至尊纪念版双模5G120HZ高刷新率120倍长焦镜头120W快充手机,双十一应该差不多了,0.48000410449309383
94,小米10至尊纪念版双模5G120HZ高刷新率120倍长焦镜头120W快充手机,还是等我米10的24期还清再买手机壳,0.1661093909488599
95,小米10至尊纪念版双模5G120HZ高刷新率120倍长焦镜头120W快充手机,主要是没有性价比,0.9207617610226592
96,小米10至尊纪念版双模5G120HZ高刷新率120倍长焦镜头120W快充手机,现在还有24免息吗，只显示12期？,0.13634144794620273
97,小米10至尊纪念版双模5G120HZ高刷新率120倍长焦镜头120W快充手机,如果买的多早就全网吹爆了，你看看有几个测评这款的,0.9188155978663727
98,小米10至尊纪念版双模5G120HZ高刷新率120倍长焦镜头120W快充手机,手拿亮银版哭晕了,0.34044377988554875
99,小米10至尊纪念版双模5G120HZ高刷新率120倍长焦镜头120W快充手机,你猜猜就知道了,0.5
100,小米10至尊纪念版双模5G120HZ高刷新率120倍长焦镜头120W快充手机,等，一直等就做到了,0.5262327818078083
101,小米10至尊纪念版双模5G120HZ高刷新率120倍长焦镜头120W快充手机,一早上刷出好几个了，到底是大数据推送还是确实不好卖？,0.03981447772515612
102,小米10至尊纪念版双模5G120HZ高刷新率120倍长焦镜头120W快充手机,怎么做到的？,0.5262327818078083
103,小米10至尊纪念版双模5G120HZ高刷新率120倍长焦镜头120W快充手机,苏宁建行24期减200，5099,0.8796404777850552
104,小米10至尊纪念版双模5G120HZ高刷新率120倍长焦镜头120W快充手机,曲面屏告辞,0.6973049239898594
105,小米10至尊纪念版双模5G120HZ高刷新率120倍长焦镜头120W快充手机,256  4999交朋友,0.9000599150490161
106,小米10至尊纪念版双模5G120HZ高刷新率120倍长焦镜头120W快充手机,全款购买价起码应该掉到4999,0.7947753654902245
107,京东PLUS会员：                                Redmi 红米 K30 5G版 智能手机 8GB+128GB 全网通 花影惊鸿,我是会员，50元券在哪,0.6631242172610935
108,京东PLUS会员：                                Redmi 红米 K30 5G版 智能手机 8GB+128GB 全网通 花影惊鸿,有个超大挖槽的丑吗,0.3890714076965812
109,京东PLUS会员：                                Redmi 红米 K30 5G版 智能手机 8GB+128GB 全网通 花影惊鸿,怎么做到的,0.5262327818078083
110,京东PLUS会员：                                Redmi 红米 K30 5G版 智能手机 8GB+128GB 全网通 花影惊鸿,国美1599,0.968246192549928
111,京东PLUS会员：                                Redmi 红米 K30 5G版 智能手机 8GB+128GB 全网通 花影惊鸿,1299的6+128表示太贵了,0.447678458509865
112,京东PLUS会员：                                Redmi 红米 K30 5G版 智能手机 8GB+128GB 全网通 花影惊鸿,是有点丑，还好，我以前用水滴感觉更丑,0.13613224297010817
113,京东PLUS会员：                                Redmi 红米 K30 5G版 智能手机 8GB+128GB 全网通 花影惊鸿,这不是坑会员吗,0.02996016583079375
114,京东PLUS会员：                                Redmi 红米 K30 5G版 智能手机 8GB+128GB 全网通 花影惊鸿,双挖孔丑爆了,0.7743032361963912
115,荣耀X10 Max 5G双模 7.09英寸超大屏对 6GB+128GB光速银,你不买我不买，夕夕还能降两百~,0.06493011177707464
116,荣耀X10 Max 5G双模 7.09英寸超大屏对 6GB+128GB光速银,我1000要，你还挣个300，链接发来,0.6844338087798317
117,荣耀X10 Max 5G双模 7.09英寸超大屏对 6GB+128GB光速银,小米有这么大的屏幕吗,0.8266548992889657
118,荣耀X10 Max 5G双模 7.09英寸超大屏对 6GB+128GB光速银,出吗？1000买,0.5137628966202269
119,荣耀X10 Max 5G双模 7.09英寸超大屏对 6GB+128GB光速银,5g现阶段没有实际价值，徒增功耗,0.9139442242121729
120,荣耀X10 Max 5G双模 7.09英寸超大屏对 6GB+128GB光速银,老人机。给老爹买的。很满意。自己体验就是屏幕稍微颗粒感强，屏幕颜色不够艳丽。其他流畅度都很好。有个大屏大电池大容量是王道,0.9989401605235306
121,荣耀X10 Max 5G双模 7.09英寸超大屏对 6GB+128GB光速银,我要，八百买,0.4271762796054117
122,荣耀X10 Max 5G双模 7.09英寸超大屏对 6GB+128GB光速银,联发科的芯片，买这个为啥不买小米，芯片都是一样的，当然买便宜的,0.4135191365857279
123,荣耀X10 Max 5G双模 7.09英寸超大屏对 6GB+128GB光速银,出吗？有多少要多少,0.5573294629898403
124,荣耀X10 Max 5G双模 7.09英寸超大屏对 6GB+128GB光速银,2000块买，700出都没人要,0.41958359619620866
125,荣耀X10 Max 5G双模 7.09英寸超大屏对 6GB+128GB光速银,有痔卖的是8+128版本吧，好像是2099,0.7237284311485334
126,荣耀X10 Max 5G双模 7.09英寸超大屏对 6GB+128GB光速银,5g。。。这一条现在就值500。。。,0.5431352037274866
127,荣耀X10 Max 5G双模 7.09英寸超大屏对 6GB+128GB光速银,这个价格不如二手mate20x,0.08109378171777748
128,荣耀X10 Max 5G双模 7.09英寸超大屏对 6GB+128GB光速银,辛有志1700和荣耀闹僵的就是这个？？,0.6340947521916468
129,百亿补贴：                                MI 小米 10 Pro 智能手机 8GB 256GB,10没有双扬声器？,0.16936091315072244
130,百亿补贴：                                MI 小米 10 Pro 智能手机 8GB 256GB,和荣耀30Pro+相比怎样啊？价格相差不多。,0.7327081591714849
131,百亿补贴：                                MI 小米 10 Pro 智能手机 8GB 256GB,现在华为开始有广告了，应用商店，音乐，视频，还是有开屏广告了,0.42657059201740855
132,百亿补贴：                                MI 小米 10 Pro 智能手机 8GB 256GB,一直有货，抢什么抢，京东银色这几天一直可以下单，采购中，9.8发货，没人抢,0.05245954958819887
133,百亿补贴：                                MI 小米 10 Pro 智能手机 8GB 256GB,现在还有人买这个？！都在抢5299的吧,0.3755186344364747
134,百亿补贴：                                MI 小米 10 Pro 智能手机 8GB 256GB,大师版啥意思？,0.9429852100127935
135,百亿补贴：                                MI 小米 10 Pro 智能手机 8GB 256GB,除了浏览器一点广告，其他还真没咋见。10pro这个双扬用了真是回不去了，我是米10用了半年又换10pro了,0.00025715222452371567
136,百亿补贴：                                MI 小米 10 Pro 智能手机 8GB 256GB,都可以关，关了之后就没什么广告了。（小米自带软件里的不算）,0.06143156261454241
137,百亿补贴：                                MI 小米 10 Pro 智能手机 8GB 256GB,买大师版，完全没广告。,0.7595517699685791
138,百亿补贴：                                MI 小米 10 Pro 智能手机 8GB 256GB,现在就只有主题商店有广告，其他的都可以关掉,0.1205267662381454
139,百亿补贴：                                MI 小米 10 Pro 智能手机 8GB 256GB,我想知道小米系统还是不是那么多广告了？,0.37248187285291146
140,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,目测每个月降200,0.09935013047194474
141,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,小米不会断啊,0.703610998135094
142,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,来了，老弟！,0.5
143,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,原来一个电池用两年还不行！这是要当传家宝？,0.7083318727183398
144,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,我的也是，比同事的小米10p发热严重。就是平时使用，就能明显感觉到发热了。哎。,0.7880238802605113
145,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,电池不大不行啊，天天开省电模式，重量我一个小小苹果7刚转这个倒是还能接受，就是屏大了点一只手有点拿不住，系统还有点不适应。,0.20667865211623015
146,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,多多买来打开来就有贴好膜滴耶，不用贴了吧,0.5106097780300289
147,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,你iPhone11，何德何能和这个比,0.4737672181921908
148,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,你。。我。。明天还能。。。,0.2342868075364194
149,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,我想知道有几个人愿意花5000多买小米旗舰,0.9695717872088614
150,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,哎……我看网上说华为也烫，算了，我手机坏了刚需没办法，不换退了，我去贴膜了,0.00010313457946908855
151,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,这手机不能去体验真机手感……,0.9673013820421137
152,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,刚刚去店里和我的s20＋对比了一下，还是更喜欢s20＋哈哈，桌面动画太过花俏了，动画也有掉帧的情况,0.32402223439640443
153,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,。,0.5262327818078083
154,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,小米之家的被辞退员工对他来说也算是前米员工,0.8705328391471201
155,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,小米是表面光鲜，买过两个小米手机全部2年电池鼓包，这牌子只会弄些概念假装高档忽悠小白，打价格战不注重质量,0.07018081112117325
156,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,正常，主板位于右侧边框，是条装的，右边框正常使用就有明显热感，但是高性能必然带来高发热，习惯就好,0.08616971935554185
157,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,lcd和LED显示效果差距太大,0.10272160326520663
158,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,所以我退货了,0.10632587729704923
159,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,多多顶不过,0.7326233649641403
160,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,，不过等等党总会有的,0.5
161,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,蓝厂功耗和品质是国内领先的,0.9920526027120982
162,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,小米对功耗的处理在行业做得不是很好（客观）,0.9638458774092296
163,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,哈哈哈哈哈，不考虑价格肯定不买小米啊，不就是因为价格么,0.827442746440075
164,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,等一个4599,0.73353355815699
165,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,买了两个红米，发现这个只能男孩子用，因为真的像块砖头,0.6892071458989767
166,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,前华为员工，真心建议华为产品一律别买,0.3088694894803282
167,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,去实体店看了这个手机的，真的不觉得走什么好，外观也不好看，还没有一加好看,0.948222774645723
168,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,确实**，都不敢禁微信！,0.32317754757753814
169,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,说实话小米9的重量，电池小点都无所谓，才能当主力机用，半斤机是真的没有办法接受，如果要让我接受给个条件，除非它卖3000元,0.05372388834242281
170,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,这谁都知道啊，有本事谁还从这买，p40pro首发，拿货价比官网价低800，在坐的谁有本事拿啊，,0.06549677076448757
171,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,这降价速度，有点慢啊,0.4026041042263747
172,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,在小米呆了多少年能讲出这种否定几乎一个公司产品的话,0.8933621122117448
173,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,苹果5000的手机刚发售可连128都没有哦,0.8752239706182223
174,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,我爱说又怎样？有人说多200容量256g那我肯定会买256的，现在的128g根本不够用，拜托没看懂就不要乱喷,0.025793106006035904
175,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,有些人真的觉得128用不完，按你这么说64g不得直接死掉,0.133368877946497
176,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,然而你说的没有啥手机能符合你的要求，所以你等于放了个屁，除非你买红米，5000能买两个512,0.457038574925701
177,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,嗯，多200以我的性格肯定会买256的，勉强买最低容量很快就会不够用的,0.802636818551543
178,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,我有扯什么？这就是我个人的观点而已，等同于宝马3系三四十万内饰还都是硬塑料，我就接受不了，这又算扯麽,0.012920514064452382
179,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,你不买，我不买，明天还能降一百,0.06489649252166829
180,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,导航用不了，信号弱,0.06932861542688662
181,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,容量都能拿来扯的真是绝了，又不是没给你256g，又不是三星s20,0.10344136830067441
182,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,前米员工，真非黑，经济条件允许，阿米除了zimi产品绝大部分产品真的不值得买,0.8425360992952003
183,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,iqoo挺好的,0.8129776659132966
184,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,拿最新配置和洋,0.8592635014067898
185,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,比？？？？,0.15789473684210542
186,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,贴膜戴套后妥妥的半斤,0.06500858086365213
187,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,对，不管怎么他们都有说的，卖不动不是东西不好,0.07012422790528394
188,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,没货说耍猴 有货就卖不动了  还骗钱。。。  有钱一起赚啊,0.00013425300583713717
189,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,都一样的，高端cpu都是在一定发热的前提下，极限压榨性能，我手机麒麟980，夏天qq都发热明显,0.7123154179691265
190,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,Mate40 能好到哪里去？华为里不带pro真不行,0.08529406798020567
191,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,一局高特效王者，然后手烫着了,0.8778503167398407
192,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,什么时候出一个不是变焦的，但是厚度重量大降的版本？,0.1948280001813264
193,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,他来了他来了 他带着折扣走来了,0.7731125599411933
194,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,4000多的苹果11不比这个香吗？,0.9017363206996571
195,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,加，往死里加,0.240339665699274
196,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,怎么买，细说一下呗,0.6083991089694085
197,MI 小米10 至尊纪念版 5G智能手机 8GB+128GB 陶瓷黑,是不是超大杯都这样，我看评论华为的p40pro也是一大堆烫手的，还有说怕爆炸的,0.01506135923083085
